5.133370669539003561e-01,5.313776780362238217e-01
4.767268659458177016e-01,4.942854474925483244e-01
5.044220581688000360e-01,5.227752533679865810e-01
4.987051709962378454e-01,5.172489023093613802e-01
4.973119941709874259e-01,5.157153391863111835e-01
4.957220156182819970e-01,5.142571468209042873e-01
5.041978697123046249e-01,5.230043925058560639e-01
4.924995344596512781e-01,5.112986114575670538e-01
5.000113542810725731e-01,5.179956742917510848e-01
4.933832318786890991e-01,5.116533969576233520e-01
4.915439301860468624e-01,5.105484724871806046e-01
4.957852180654329644e-01,5.134777376241002056e-01
4.898553156200879943e-01,5.085551218280230934e-01
4.868402972894098624e-01,5.050408090163505115e-01
4.868942990034860752e-01,5.060780295353752845e-01
4.879993102418256345e-01,5.073013730203325133e-01
4.939068232926318025e-01,5.126664919593192371e-01
4.914043331691145822e-01,5.100616456413107347e-01
6.009999999999999787e-01,6.620000000000000329e-01
6.059999999999999831e-01,6.660000000000000364e-01
5.989999999999999769e-01,6.590000000000000302e-01
6.250000000000000000e-01,6.830000000000000515e-01
5.879999999999999671e-01,6.490000000000000213e-01
6.390000000000000124e-01,6.969999999999999529e-01
