5.163009859317112538e-01,5.348973019953063845e-01
4.805042601875943453e-01,4.989680675419841949e-01
4.898545084983036424e-01,5.083420618392622270e-01
4.906842530557616877e-01,5.096354835917528137e-01
5.103671020818537629e-01,5.284029759940385151e-01
5.022694010436121737e-01,5.212191330610573825e-01
4.894407190391794060e-01,5.238162829340435866e-01
5.117538824295625455e-01,5.478897698854562348e-01
5.066329175562132026e-01,5.414213841028977514e-01
4.998743646680377517e-01,5.340390276648103729e-01
5.063518331670202599e-01,5.416051221354865053e-01
5.057375165577977505e-01,5.401987661442253508e-01
4.938775670089031178e-01,5.121841913863504070e-01
4.929244053404552295e-01,5.110996059648055256e-01
4.989213696868881054e-01,5.180095037691987425e-01
5.002764576617684256e-01,5.189663978743560557e-01
4.950347732203109752e-01,5.136206140808510234e-01
4.915185018111197235e-01,5.102690356650472214e-01
6.119999999999999885e-01,6.700000000000000400e-01
6.059999999999999831e-01,6.660000000000000364e-01
5.899999999999999689e-01,6.500000000000000222e-01
6.149999999999999911e-01,6.740000000000000435e-01
6.059999999999999831e-01,6.650000000000000355e-01
5.889999999999999680e-01,6.500000000000000222e-01
