4.908609056287308592e-01,5.187679001801552836e-01
4.887006852795500178e-01,5.165031206983763390e-01
5.008927167313919071e-01,5.282192887362875400e-01
5.257823349575964089e-01,5.515041352054972368e-01
5.428091825502541212e-01,5.688243141114620594e-01
5.171103591670722643e-01,5.439490564080123880e-01
4.909926797591010472e-01,5.188056498033430941e-01
4.850818217040547276e-01,5.135303533240247464e-01
4.880171760793774460e-01,5.156611319959485407e-01
7.540146682902597597e-01,7.694961821182074724e-01
7.601849023306771480e-01,7.757963885387740843e-01
7.577468636298995142e-01,7.733821526356512432e-01
4.791622786293069924e-01,5.078994579980639079e-01
4.923487559806614122e-01,5.198683729838360357e-01
4.940194923482211786e-01,5.218061547543024759e-01
5.318519246691043589e-01,5.593166961518709623e-01
5.293028639138520619e-01,5.558107401886132060e-01
5.164209398597087164e-01,5.433355843221535642e-01
4.894171626410276366e-01,5.055006802217453243e-01
4.931294501522417439e-01,5.088896803567420912e-01
4.965386277603752729e-01,5.128267442315886937e-01
5.305506573495922806e-01,5.441804506639692507e-01
5.384774552375418688e-01,5.520158647265447360e-01
5.260097758516877331e-01,5.398544667369874483e-01
