8.943591431408159931e-01,9.167069323265356617e-01
8.552852843448295328e-01,8.855727697783047914e-01
8.682406014530377192e-01,8.995364251287957247e-01
3.343234575913756612e-01,3.802307731139885627e-01
3.743608029128661641e-01,4.241680664364042563e-01
3.652592861379909683e-01,4.193029493263260021e-01
7.218837151754542436e-01,7.758876583254122883e-01
7.347411690044745036e-01,7.878443755715081043e-01
7.287768325504248024e-01,7.841314550866984590e-01
6.999999999999999556e-01,8.149999999999999467e-01
5.699999999999999512e-01,7.049999999999999600e-01
6.400000000000000133e-01,7.650000000000000133e-01
