8.204644082907218694e-01,8.364335068130515083e-01
8.253100160162276655e-01,8.404162982131977433e-01
8.342806306462272614e-01,8.493231455192681301e-01
3.641034179069027599e-01,3.926008552356514136e-01
3.513630648469744933e-01,3.786770753236886611e-01
3.678462966722724214e-01,3.959938410060394598e-01
7.365152982936332693e-01,7.589489209202242570e-01
7.257266604438299407e-01,7.502309632799961658e-01
7.428083364353419427e-01,7.661304074128089114e-01
5.683333333333333570e-01,6.466666666666666119e-01
4.899999999999999911e-01,5.683333333333333570e-01
5.250000000000000222e-01,6.049999999999999822e-01
