5.212425173882022644e-01,5.394710675332959893e-01
4.715909254015331342e-01,4.894196744136821708e-01
4.924389655742132388e-01,5.110811104597103860e-01
4.963936230885693246e-01,5.147247956779144040e-01
4.949992162742679058e-01,5.132641335288478102e-01
4.837978808137640141e-01,5.019425617546342533e-01
5.063406245652586346e-01,5.410814840456005248e-01
5.101105192962568369e-01,5.460891009613405567e-01
5.003143257240298958e-01,5.352691967808641538e-01
5.000705868657678854e-01,5.343379308809526052e-01
5.013455404303968077e-01,5.352189097416121255e-01
5.061935251599642971e-01,5.409127110878471090e-01
4.940456807808845108e-01,5.126446689645433041e-01
4.870217123729592701e-01,5.057044796431696687e-01
4.848399219938652749e-01,5.036534011811115708e-01
4.932407881569990660e-01,5.120429350963818793e-01
4.908502369473570770e-01,5.094974858574102816e-01
4.966336709510846825e-01,5.156776766617201524e-01
5.799999999999999600e-01,6.410000000000000142e-01
6.390000000000000124e-01,6.969999999999999529e-01
6.029999999999999805e-01,6.610000000000000320e-01
6.239999999999999991e-01,6.840000000000000524e-01
6.239999999999999991e-01,6.830000000000000515e-01
6.079999999999999849e-01,6.680000000000000382e-01
