5.125295683313323414e-01,5.501929943578118820e-01
5.018422483684228386e-01,5.403776346243867046e-01
5.131466071185616373e-01,5.507658708952326565e-01
7.498298240913343626e-01,7.719457085814790398e-01
7.346568574627129200e-01,7.585998029334286574e-01
7.548743907968041844e-01,7.769707748231519107e-01
5.281192644724207463e-01,5.660837071842201862e-01
5.001171531360041334e-01,5.383497143257152118e-01
5.195648390870680755e-01,5.577713619127645517e-01
5.520000000000000462e-01,6.139999999999999902e-01
5.120000000000000107e-01,5.739999999999999547e-01
5.460000000000000409e-01,6.079999999999999849e-01
