6.702533437039004394e-01,6.799464017379795999e-01
5.546124294308713010e-01,5.653629931903211281e-01
6.232903710814658993e-01,6.338938194434624585e-01
8.442057178543415086e-01,8.499628468662500103e-01
8.036595539630391194e-01,8.105936433373018835e-01
8.315618253463878951e-01,8.377286722454009293e-01
5.954003592835506176e-01,6.063785793734248752e-01
6.224163784094620677e-01,6.328901651458581634e-01
6.042698898787377537e-01,6.151036573476623692e-01
6.117410743957152341e-01,6.227985901548760417e-01
6.422538151978048893e-01,6.529469824228901764e-01
6.260829718449618664e-01,6.369636358825955247e-01
