6.521490454957588057e-01,6.622652824766933621e-01
5.944083492309321093e-01,6.051880733175668547e-01
6.242793503442081171e-01,6.347372095641213852e-01
8.383759933431167433e-01,8.441585652591194755e-01
8.220542571969795542e-01,8.285848060140619253e-01
8.337166149978991747e-01,8.397703515327535895e-01
5.982762745472369748e-01,6.091451507826568523e-01
6.116353623578557608e-01,6.224640801228117359e-01
6.040399779014754555e-01,6.148230671860975827e-01
6.170679630925879344e-01,6.278439837318379180e-01
6.290382857299177122e-01,6.397847366143949444e-01
6.237511160208610850e-01,6.346218692921334892e-01
